Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
10/11/2018;20,8;1011,6;19,4;23,5;21;19;90,5;75;7;2,1
11/11/2018;0,2;1009,6;19,8;28,2;23;18,2;83,5;63;10,1;3,1
12/11/2018;0;1010,7;21,4;28,6;24,5;21,6;83,9;67;8,2;2,6
13/11/2018;7,6;1011,5;22,2;29,1;24,8;22,1;86;66;9,3;2,7
14/11/2018;0;1009,2;22,3;31,3;26;23,1;81,1;56;13,4;4,4
15/11/2018;0;1006,8;21,8;32,5;26,5;22,6;76;51;13;5,1
16/11/2018;0;1010,2;22;31;26,2;23;78,7;54;9,8;3
17/11/2018;0,6;1013,2;22,1;28,5;24,3;21,5;87,7;67;9,4;1,8
18/11/2018;0;1012,3;22;28,9;24,9;21,3;84,5;65;13,7;4,3
19/11/2018;10,4;1009;21,5;31,1;26,6;22,7;74,4;53;13,2;5,2
20/11/2018;5,6;1013,1;20,2;25,6;21,7;21;91,3;82;10,4;3,2
21/11/2018;3,8;1014,2;20,9;27,4;22,7;20,4;89,8;72;8,3;1,5
22/11/2018;1;1013,9;21,3;27,3;22,6;21,6;92,6;76;9,7;1,5
23/11/2018;13,6;1011,7;21,8;29,2;24,6;20,9;85;66;12,9;3,6
24/11/2018;0;1010,7;21,8;29,4;25,3;22,2;81,6;65;12,4;4,5
25/11/2018;0;1010,6;21,9;27,5;25;23,2;83,3;69;10,2;4
26/11/2018;0;1011,7;21,6;30,4;25,1;22;81,8;62;8,1;2,3
27/11/2018;0;1012,9;21,6;29,8;24,4;20,7;85,1;62;7;1,6
28/11/2018;0;1012,4;20,3;29,1;24,1;20,2;81;54;5,9;1,5
29/11/2018;0;1010;20,8;29,7;24,5;19,6;81;62;11,2;3,3
30/11/2018;0;1005,7;21,7;32,9;26,4;22,5;76,6;48;11,7;4,6
01/12/2018;0;1003,1;22,6;29,8;26,2;23,8;81;68;9,8;2,9
02/12/2018;0;1002,8;22,4;31;24,9;23,9;86,8;60;9,8;2,5
03/12/2018;31,2;1005,2;21;25,5;23,2;22,1;87,9;69;10,4;3,3
04/12/2018;1;1005,4;21,3;29,6;23,9;21;85,8;62;5,9;1,7
05/12/2018;0,2;1005,1;22,1;30,4;25,4;20,8;82,9;64;8,2;2,5
06/12/2018;0;1008,4;22,2;29,9;25,8;22,2;81,7;62;10,8;2,9
07/12/2018;0;1009,6;22,1;29,5;24,7;21,7;86,1;67;6,9;1,7
08/12/2018;14,4;1011,8;19,6;23,6;21;20,2;91,9;76;15,4;4,3
09/12/2018;7,2;1017,4;17,1;26,4;22;17,9;75;54;8,2;2,4
10/12/2018;0;1018,7;18,6;28;22,8;19,5;77,7;59;5,4;2,1
11/12/2018;0;1016,6;21,2;29,8;23,9;19,9;85,4;62;8,2;2,4
12/12/2018;0;1013,8;22,2;31;25,6;21,1;82,4;57;11,5;3,8
13/12/2018;0;1010,9;22,3;33,7;26,7;22,8;78,3;49;10,5;4,5
14/12/2018;0;1011,4;22,8;32,6;26,7;22,6;80,3;56;12,1;4
15/12/2018;0;1013,5;22,2;32;26,6;22,5;77,3;55;12,7;5,1
16/12/2018;0;1014,4;21,5;30,7;26,4;22;75,7;52;13,3;4,5
17/12/2018;0;1013,2;21,4;31,2;26,3;22;75,5;55;12,3;4,6
18/12/2018;0;1011,3;21,4;32,3;26,6;22,2;74,5;51;11,8;4,6
19/12/2018;0;1009,1;21,9;32,7;27;22,4;74,2;56;9,6;3,5
20/12/2018;0;1008,3;22,1;32,7;27,3;23,6;74,3;53;14,1;4,5
21/12/2018;0;1006,8;22,2;33,1;27,4;23,9;74,1;55;13,9;5
22/12/2018;0;1006,5;22,1;33,6;27,2;23,1;74,3;53;13,6;4,8
23/12/2018;0;1006,5;22,1;33,8;27,3;24,1;73,7;55;12,1;4,7
24/12/2018;0;1007,3;22,3;32,6;26,6;24,1;77,8;58;12,3;4
25/12/2018;0;1008,8;22,2;30,5;25,6;23;82,3;63;9;2,3
26/12/2018;4,2;1008,9;22;28,9;24,2;22,7;87,8;66;9;2,2
27/12/2018;5;1008;21,4;27,7;23,2;20,9;89,6;76;5,9;2,1
28/12/2018;23,2;1007,3;22,5;26,5;23,8;21,3;92,3;80;7,7;3,4
29/12/2018;23,6;1006;22,7;28,3;24,5;22,1;90;74;9,1;2
30/12/2018;1,6;1006,4;22,4;32,9;25,6;22,3;84;56;9,6;2,4
31/12/2018;7;1007,7;21,2;30,2;26,1;22,9;75,4;54;10,4;4
01/01/2019;0;1010,7;22,6;32,2;27;23,5;78,1;57;13,9;4,6
02/01/2019;0;1011,1;22,5;33;27,6;23,2;75,3;55;10,4;4,2
03/01/2019;0;1008,8;22,3;33,2;27,5;23,9;74;56;13,4;5,5
04/01/2019;0;1007,9;22,6;33;27,1;22,5;76,9;58;12;4,5
05/01/2019;0;1009;22,3;31,9;26,8;22,2;77,3;60;14;3,8
06/01/2019;0;1010,3;21,5;32,5;26,6;22,1;75,1;50;13,7;5
07/01/2019;0;1011,5;22;31,2;26,8;22,8;76;58;12,9;4,9
08/01/2019;0;1012,2;21,7;31,7;26,6;22,9;75,1;53;12,9;4,9
09/01/2019;0;1012,3;21,3;31,4;25,8;20,7;77,4;52;10,5;3
10/01/2019;0,4;1012;22;31,3;25,8;21,7;80,6;56;9,1;2,4
11/01/2019;0;1012,1;22;31,6;25,9;21,1;80,3;56;13,3;3
12/01/2019;0;1011,6;22;32;26,2;20,9;79,2;55;9,5;2,5
13/01/2019;0,2;1012,3;22;32,1;26,2;21,6;79,1;53;10,1;2,5
14/01/2019;0;1012;22;32,4;26,7;21,5;76,7;51;10,8;3,3
15/01/2019;0;1011,3;22,2;33,6;27,1;21,5;76;48;14;4,4
16/01/2019;0;1011,3;22,6;35,1;28,3;24,6;72,5;45;14;5,3
17/01/2019;0;1010,5;22,1;35,3;28,3;24,2;70,8;45;13,4;4,9
18/01/2019;0;1009,8;21,4;35;28;24;68,9;45;13,5;5,5
19/01/2019;0;1009,3;21,7;35,1;27,9;22,4;70,4;44;14,3;5,2
20/01/2019;0;1010,1;20,8;35,3;27,9;23;66,7;39;14,5;5,8
21/01/2019;0;1011,7;21;34,7;27,8;23;67,8;39;14,1;5,5
22/01/2019;0;1011,6;21;34,1;27,8;24;68,1;39;13,9;5,3
23/01/2019;0;1011,7;21,2;33,6;27,2;20,7;71,3;48;13,5;4,3
24/01/2019;0;1011,2;21,5;32,9;26,9;21,4;74;53;13,5;4
25/01/2019;0;1010,7;21,7;33,4;27,1;21,1;74,3;47;14,4;4,2
26/01/2019;0;1012,3;22,2;33,6;27,1;21,9;76,4;42;12,1;3,3
27/01/2019;0;1013,5;22,3;33,2;27,2;22;76,2;50;11,3;3,2
28/01/2019;0;1014,3;22,8;33,2;27,6;23;76,8;55;10,8;2,5
29/01/2019;0;1013,3;22,2;34,6;27,6;22,1;74,3;49;10;2,8
30/01/2019;0;1011,3;21,8;34,1;27,4;21,4;73,6;44;12,3;3,9
31/01/2019;0;1009,8;21,7;34,5;28,1;23,3;70;42;14,7;4,9
01/02/2019;0;1010,3;21,6;35,8;28;22,4;69,5;40;14,7;5,1
02/02/2019;0;1010,3;21,2;34,2;27,8;21,5;68,9;44;14,9;4,9
03/02/2019;0;1007,6;21,6;35,2;28,4;23,3;67,9;44;12,9;4,7
04/02/2019;0;1007,9;21,9;34,7;27,6;20,9;73,2;46;7,4;1,7
05/02/2019;3,2;1009,6;22;29,3;24,9;24,3;84,8;64;9,9;3
06/02/2019;4,6;1009,7;21,9;31,9;25,5;21,7;81,3;56;7,4;2,2
07/02/2019;10,4;1007,6;22,2;31,9;25,2;21,7;84,7;53;14,1;3,2
08/02/2019;69,2;1007,6;22,6;32,1;25,6;21,3;84,8;57;8,6;2,1
09/02/2019;0;1008,6;23,4;33,2;26,9;23,1;82,5;59;6,9;1,7
10/02/2019;0;1009,3;22,6;33,7;27;22;78,9;42;12,4;3,8
11/02/2019;0;1010,7;22,2;33,8;28;24,2;72,2;44;14,2;4,9
12/02/2019;0;1008,5;21,8;35,2;27,7;22;72,2;42;11,8;4
13/02/2019;0;1007,8;22,5;33,1;26,1;22,6;81,3;56;15;3,6
14/02/2019;4,2;1010,9;19,6;27,6;24,7;22,5;73,7;63;11,7;3,3
15/02/2019;0;1008,6;20,5;31;25,5;21,3;75;54;6,3;1,9
16/02/2019;0;1005,2;23,5;32,8;27,5;23,9;79,9;58;9,5;3,1
17/02/2019;1,4;1006,1;23,7;32,7;27,2;23,8;82,2;54;10,9;3
18/02/2019;0;1007,4;24,5;34,6;28,5;25;80;54;10,5;3,4
19/02/2019;11,6;1007,4;24,2;33,5;27,3;22,6;84,4;58;10,9;2,4
20/02/2019;0,2;1006,5;24;35,1;26,7;24,6;86,1;59;8,9;2,4
21/02/2019;13,8;1009,6;23,6;33;26,1;22,9;86,9;65;6,1;1,5
22/02/2019;0;1010,9;23,7;33,7;27,6;22,4;80,6;55;8,1;2,4
23/02/2019;0;1008,8;24,8;34,8;28,6;23,9;81;52;8,2;2,5
24/02/2019;0;1005,8;23,4;35,9;28,4;23;76;50;11,8;3,3
25/02/2019;0;1004,9;24;36,4;29,2;25,4;74,8;50;11,9;3,9
26/02/2019;0;1006,3;23,8;34,8;28,7;23,8;76;48;11,5;3,8
27/02/2019;0;1008,3;23,6;33;27,6;22,6;79,6;60;10,6;2,8
28/02/2019;0;1008,1;23,3;35,9;28,7;24,8;74,4;47;13,6;4,1
01/03/2019;0;1009,4;23;35,5;28,4;24,1;73,9;45;13,5;4,2
02/03/2019;0;1010,9;22,4;32,9;28,1;23,2;72,5;50;11,3;3,8
03/03/2019;0;1010,5;22,8;34,6;27,8;22,2;75,9;46;12,1;3,4
04/03/2019;0;1011,8;22,7;33,5;27,4;22,3;77,4;48;11,1;2,7
05/03/2019;0;1012,7;23,3;32,8;26,4;22,6;83,7;60;8,9;2
06/03/2019;0,6;1013,2;23;33,6;27,1;23;80,5;54;9,5;2,1
07/03/2019;0,6;1013,2;23,2;33,3;27,4;22,5;79,3;55;9,3;2,1
08/03/2019;0;1011,5;23,3;33,5;27,2;22,4;80,4;56;6,9;1,8
09/03/2019;0,4;1009,4;23,8;33,6;27,9;23,3;79,8;58;11,3;2,9
10/03/2019;0;1008,3;22,7;35,7;28,7;24;71,5;46;11,5;3,7
11/03/2019;0;1009,1;23;34,1;27,6;23;78;50;7,4;1,2
12/03/2019;0;1009,7;22,6;33,9;27,3;22,6;77;51;10,2;2,6
13/03/2019;0;1009;22,5;35,8;28,4;23,7;72,2;39;13,4;4,3
14/03/2019;0;1007,5;22,7;37,4;29;25,6;70,9;42;11,6;4
15/03/2019;0;1007,7;22,7;35,4;27,4;23,5;77,2;49;6,3;1,3
16/03/2019;0;1008,6;23,3;33,4;26,7;23,1;83;59;7,7;1,6
17/03/2019;0,2;1008,5;23;33,6;27,1;23,5;80;42;6,7;1,5
18/03/2019;0;1006,7;22,7;36;27,7;23,7;76,8;41;13,2;2,7
19/03/2019;1,4;1004;23,4;35,8;27,8;23,1;79,4;47;8,2;2,4
20/03/2019;0;1004;23,9;34,2;27,9;24,1;80,8;52;11,3;2,3
21/03/2019;0;1005,8;21,8;32;27,3;24,7;72,5;51;10,9;3,5
22/03/2019;0;1009,6;21,4;27,2;24;22,9;85,6;67;12,3;4,1
23/03/2019;11,4;1011,2;20,5;30,3;24,8;21,3;78,2;51;9,7;2,9
24/03/2019;2,2;1010,7;22,2;31;25,9;23,1;80,7;59;8,4;2,4
25/03/2019;0;1009,2;21,7;32,5;26,3;22,6;77,2;50;9,3;2,6
26/03/2019;0;1009,5;20,9;31,6;26,1;20,6;75;42;10,5;3,1
27/03/2019;0;1012,9;20;31,7;26,1;21,5;71;39;11,1;3,4
28/03/2019;0;1014,6;20,9;32,3;26;21,5;75,4;49;9,9;2,9
29/03/2019;21,4;1014,5;21;29,1;24,8;21,6;81,1;53;13,3;3,7
30/03/2019;0;1013,9;20,1;28,5;23,9;20,7;79,5;62;11,6;2,9
31/03/2019;0,2;1011,8;20,2;30,3;24,6;21;77,8;52;8,7;2,2
01/04/2019;0,4;1010,6;20,9;30,2;24,7;20,4;80,8;54;8;1,9
02/04/2019;0;1010,6;19,4;30,9;24,5;19,4;75,3;43;8,6;2,3
03/04/2019;0;1008,9;20,4;31,7;24,3;19,9;80,3;53;7,3;2
04/04/2019;0;1007,2;22,5;33,4;25,7;20,9;84,1;53;10,4;2,3
05/04/2019;2,8;1008;23,2;33,6;27,3;23,7;79,7;52;12,8;4,3
06/04/2019;0,2;1009,2;22,6;35,7;28,2;24,3;73,2;45;12,7;5
07/04/2019;0;1010,8;22,8;34,1;27,5;21,9;77,3;49;11,9;4,1
08/04/2019;0;1008,8;22,8;35,8;28,1;23,4;74,5;43;11,6;4,4
09/04/2019;0;1008;22,6;34;25,5;22,2;85,4;51;8,7;2,4
10/04/2019;8,6;1008,9;22,5;27;24,6;22,9;88,5;75;10,4;2,6
11/04/2019;0,2;1009,9;21,3;30;25,8;22,7;77,3;57;11;3,6
12/04/2019;0;1010,5;20,4;31,7;25,3;19,9;76;52;8,4;2,3
13/04/2019;0;1011,1;21,8;32,2;26;22;79;53;6,2;1,5
14/04/2019;0;1011,4;22,1;31,7;25,5;21,8;82,8;61;9,2;2
15/04/2019;2;1012;23,3;30,3;25,2;23,2;89,7;64;9,1;1,6
16/04/2019;14,4;1011,6;23;28,7;25,3;23,2;87,5;64;4,5;1
17/04/2019;1;1007,4;22,6;29,8;25;22,3;87,3;67;6,2;2,2
18/04/2019;0,4;1006,6;22,2;31,4;25,4;21,1;83,2;54;7,9;1,7
19/04/2019;0;1008,9;22,1;31,2;26,1;23,1;79,5;59;7,5;1,4
20/04/2019;0;1009,5;22,2;31,2;25,8;20,9;81,3;60;8,9;2,1
21/04/2019;0;1008,5;23;33;26,5;21,7;82,5;55;8,7;1,9
22/04/2019;0;1008,9;22,7;34,1;26,8;22,7;80,1;48;10,8;3
23/04/2019;0;1011,7;23;33;27;22,4;80,2;49;10,3;3
24/04/2019;17,6;1014,1;22,8;30,7;25,4;21,7;86,5;60;8,9;1,9
25/04/2019;0;1014,2;22,1;31,2;25,5;21,9;83,1;54;5,6;1,2
26/04/2019;0;1013,6;21,8;31,6;25,5;21,9;81,5;56;5,3;2,1
27/04/2019;0;1011,7;22;31,7;25,7;21,6;81,3;54;9,2;2,8
28/04/2019;0;1007,3;22,7;34,7;27,4;22,1;77,5;48;9,2;3,4
29/04/2019;0;1006,7;21,3;30,5;25,4;22,4;78,8;56;12;2,6
30/04/2019;3;1011,6;21,3;29,7;24,7;21,3;82,3;55;9,6;2,3
01/05/2019;0;1011,7;21,3;29,6;24,9;21;81,1;58;8,8;2,2
02/05/2019;0;1009,8;21,9;32,8;25;20,5;84,3;54;9,6;2,6
03/05/2019;1,2;1011;22,9;31,6;25,8;22,5;84,8;63;11,5;2,5
04/05/2019;0;1012,7;21,9;31,2;25,2;21,6;82,8;63;7,8;1,8
05/05/2019;0;1013,8;21,4;31,2;25;21,1;81,8;58;5,7;1,6
06/05/2019;0;1012,3;21;31,3;25,1;20,5;79,7;54;9,3;2,8
07/05/2019;0;1009,5;21,3;34,3;25,7;19,8;79,1;44;10,1;2
08/05/2019;5,2;1012,8;21,2;25,8;23,6;22,5;86,7;70;9,7;2,8
09/05/2019;0;1013,6;19;27,5;23;20,8;79;58;9;2,1
10/05/2019;0;1012;19,6;27,8;23,3;20,4;80,8;58;5;1,6
11/05/2019;0;1010,8;20,1;30,7;24,5;20,2;78;54;9,1;2,3
12/05/2019;0;1011,3;20,4;32,5;24,8;18,9;78,9;50;8,2;2,3
13/05/2019;0;1011,8;20,8;31,6;24,9;20,2;80;52;10,1;2,3
14/05/2019;0;1010,6;21,2;31,6;24,9;20,6;80,9;56;9,5;1,5
15/05/2019;0;1010,2;21,6;31,3;24,8;22,6;83,6;54;10,3;2,1
16/05/2019;0,6;1012,8;20,6;25,1;22,1;21,4;91,4;75;9,6;2,3
17/05/2019;12,6;1013;21,1;23,9;22,3;20,9;93,2;84;7,9;1,8
18/05/2019;169,6;1012,5;21,5;24,7;22,2;20,9;95,9;85;9,5;2
19/05/2019;27,8;1011,9;20,7;27,8;23,3;21,3;86;64;9,8;2,9
20/05/2019;0;1010,9;19,8;30,2;23,3;18,7;81,8;59;6,6;2,1
21/05/2019;0;1011,4;20,5;29,7;23,2;18,5;86;62;4,6;1,1
22/05/2019;0;1010,6;21,1;30,8;24,2;19,4;84,3;55;5,3;1,2
23/05/2019;0;1010;21,9;31,2;24,9;20,6;84,8;57;8,9;2,6
24/05/2019;0;1008,4;21,2;32,1;25,5;20;79,4;51;9,4;3,1
25/05/2019;0;1007,5;22;33,5;26,3;22,5;78,6;48;9,1;3,3
26/05/2019;0;1012,4;19,2;28,6;24;21,8;74,8;58;10,1;1,9
27/05/2019;0;1013,4;20,3;29,1;24,1;19,9;80,4;60;7,2;1,6
28/05/2019;0;1011,4;21,5;30,7;24,6;20,1;84;59;9,2;2,7
29/05/2019;0;1011,6;21;31;24,4;19,7;82,8;55;6,7;1,5
30/05/2019;0;1012,4;21,3;29,7;24,2;19,6;85;60;7,2;1,5
31/05/2019;0;1009,4;20,7;32,4;25,3;19,3;78,2;45;9,2;3
01/06/2019;0;1008,2;21,3;33,4;25,8;20,6;78;50;6,8;2,5
02/06/2019;0;1010,5;21,6;32;25,2;20,7;81,9;58;8,1;2,5
03/06/2019;11;1012,4;20,8;31,2;25;21,2;78,9;50;8,3;2,6
04/06/2019;0;1014,2;18,3;28;23,2;20,4;75;56;15,2;4,1
05/06/2019;0;1018,1;14;25,9;21,2;18,8;65,4;48;14,9;4,3
06/06/2019;6;1018,7;16,8;24;19,8;17,6;83,9;65;8,3;2,6
07/06/2019;0;1017,5;17,1;22,3;19,5;17,2;86,3;77;6;2,4
08/06/2019;0,2;1016;17,7;26,1;20,8;16,5;83,3;61;6,4;2
09/06/2019;0;1017,5;18,6;26,8;21,7;17,6;83,2;59;6;2
10/06/2019;5,8;1018,8;19,4;25,8;21,2;19;89,8;68;6,5;2,2
11/06/2019;3,8;1017,6;19,9;28,1;23;19,6;84;61;6,6;2
12/06/2019;0,8;1017,7;20,8;28,3;23,2;20,8;86,8;66;6,2;1,6
13/06/2019;0,4;1018;20,8;29,5;23,8;20,2;84,5;61;7,5;1,9
14/06/2019;0,2;1018,1;19,9;29,3;23,2;19,6;83,4;56;7,3;2
15/06/2019;0;1018;19,7;28,7;22,5;19,2;85,2;60;6,1;1,8
16/06/2019;0;1018,1;19,4;28,9;22,4;18,8;84;56;5,6;1,7
17/06/2019;1,4;1017,9;19,2;24,3;20,8;19;90,9;79;7,2;2,3
18/06/2019;1;1017,2;18,6;27,5;21,7;18,1;83,5;59;5,2;1,5
19/06/2019;0;1015,9;18,2;29;21,9;16,4;81,7;43;7,6;2,3
20/06/2019;0;1015,9;18,5;30,4;22,1;17,5;81,8;42;6,1;1,7
21/06/2019;0,8;1020,1;19,1;27;21,4;17,5;86,9;71;9,3;2,3
22/06/2019;3,6;1022,2;18,4;24,5;21,5;18,6;83,1;63;8,2;1,9
23/06/2019;1,4;1019,1;19,8;26,8;21,6;19,5;90,3;71;6,5;1,5
24/06/2019;0,2;1014,3;19,9;27,8;22,8;19,6;85;60;6;2,3
25/06/2019;0;1011,8;19,3;29,9;23;18;81,6;54;8,8;2,9
26/06/2019;0;1012,9;19,2;30,5;23,8;18,5;77,2;46;9,7;3,9
27/06/2019;0;1014,3;20,5;31,2;25,3;22,3;76,2;48;10,3;4,4
28/06/2019;0;1017;19,7;28,7;23,4;18,4;81;54;7,8;2,4
29/06/2019;0;1016,7;18,8;27,9;22,2;17,5;82,2;57;8,1;2,4
30/06/2019;0;1015;20,8;27,8;23;20;88,1;65;9,1;2,4
01/07/2019;0;1012,1;20,7;29,4;23,9;18,2;83,9;58;8,4;3,3
02/07/2019;0;1008,1;19,6;31,2;23,9;18,9;79,8;41;9,3;3,1
03/07/2019;0;1007,1;19,7;31,5;24,9;18,5;74,8;48;6,3;null
04/07/2019;0;1007,1;20,5;32,4;24,8;19,9;78,2;46;null;null
05/07/2019;0;1008,1;20,2;32,1;23,7;18;82,1;60;null;null
06/07/2019;0;1013,6;16,4;23;21,2;20,5;74,8;63;null;null
07/07/2019;0;1019;11;22,9;19,6;16,3;58,2;47;null;null
08/07/2019;0;1022,2;13,5;22,4;18,9;16,2;71,1;56;null;null
09/07/2019;0;1021,5;13,5;26;18,6;14,3;73,8;46;null;null
10/07/2019;0;1019,7;13,3;25,8;18,7;14,5;73,1;44;null;null
11/07/2019;0;1015,6;14,6;26,4;19,9;14,6;72,5;49;null;null
12/07/2019;0;1014,5;15,4;27,6;19,9;14;77,8;40;null;null
13/07/2019;0;1013,4;16,1;29,2;20,6;14,2;78;42;null;null
14/07/2019;0,2;1011,2;15,9;32,1;21,2;14,1;76;29;null;null
15/07/2019;0;1010,2;15,5;31,4;22,5;15,7;67,4;35;null;null
16/07/2019;0;1010,8;16,9;27;20,6;15,2;80;59;null;null
17/07/2019;0;1018,5;13,3;24,3;20,7;19,2;62,9;48;null;null
18/07/2019;7,8;1022,1;15,7;22,6;18,5;16,2;84,2;61;null;null
19/07/2019;4,4;1022,5;15,6;23,3;18,4;15,4;84,8;58;null;null
20/07/2019;8,4;1021,6;16,3;24,3;19,1;15,6;85,3;62;null;null
21/07/2019;3,8;1020,8;17,8;24,2;19,8;17,2;88,6;68;null;null
22/07/2019;4;1020,5;18,8;25,4;21,2;18,1;86,9;61;null;null
23/07/2019;5,6;1019,3;18,9;26,1;21,2;17,9;87,8;61;null;null
24/07/2019;0;1017,7;17,8;26,9;21;16,2;83,6;54;null;null
25/07/2019;0;1017,5;18,9;27,2;22,2;18,1;82,8;58;null;null
26/07/2019;0;1020,2;18,2;27,3;21,2;16,7;84;55;5,4;null
27/07/2019;0,2;1020,1;17,9;26,6;21,1;17,1;83,5;55;6,7;1,5
28/07/2019;0;1018,4;17,4;26,8;20,8;16;82,5;58;4,8;1,6
29/07/2019;3,8;1018,7;18,1;23,1;19,9;18,3;89,6;72;5,8;1,6
30/07/2019;2;1016,8;16,7;26,2;20,4;16,3;80,6;54;8,5;2,9
31/07/2019;0;1013,3;16,6;28,3;21,4;15;76,5;46;7,2;1,7
01/08/2019;0;1014,5;17,2;27;21,2;16,3;78,8;56;8,6;2,3
02/08/2019;0;1013,8;18,6;29,7;22,7;17,1;79,3;44;10,6;4
03/08/2019;0;1014,3;18,2;26,2;21,8;15,9;80,6;65;11,4;4,2
04/08/2019;3;1020;17,7;22,3;19,7;19,1;89,1;73;14;4,2
05/08/2019;3,4;1025,3;16,9;22,3;18,8;17,3;88,9;69;12,4;3,3
06/08/2019;4;1024,8;18,2;23;19,9;17,9;90,3;78;5,2;1,9
07/08/2019;8,4;1022,6;19,6;24;21,1;19,3;91,6;75;8,3;1,9
08/08/2019;1,8;1020,6;18,9;26,4;21,9;19,7;84,3;60;8;1,9
09/08/2019;0,2;1018,4;18,5;27,1;21,6;16,8;83,7;58;11,4;3,2
10/08/2019;0;1017,5;19,4;29,2;23,4;20,1;79,3;51;11;4,4
11/08/2019;0;1016,4;19,7;29,8;23,7;20,4;79,2;54;11;4,3
12/08/2019;0;1016,9;19,1;27,8;22,2;17,5;83,6;55;12,9;2,8
13/08/2019;0;1014,5;18;30;22,9;17,7;75,7;44;10,4;3,6
14/08/2019;0;1019,3;19,1;23,4;20,8;19,7;89,7;82;14,4;4,7
15/08/2019;4,2;1024,3;14;23,1;19,3;16,5;72,8;50;11,5;4
16/08/2019;0;1023,1;12,9;24,3;19;15,5;68,8;40;5,1;1,4
17/08/2019;0,2;1019,2;15,8;24,9;19,5;16,1;80,8;57;9,4;3
18/08/2019;0;1014,1;16,2;30,6;21,1;14;76,1;42;10,3;3,6
19/08/2019;0;1012,2;17,8;30,8;23;19;74,2;43;10,8;3,5
20/08/2019;0;1015,2;18,7;28,3;22;17;82,7;57;5,9;1,5
21/08/2019;6;1016,8;19,1;21,6;20,5;20;91,8;83;11;3
22/08/2019;0;1018,2;16,8;24,5;20,5;18,1;79,6;63;8,6;2,5
23/08/2019;2,6;1017,7;17,7;23;19,6;17,7;89,2;72;6,7;1,7
24/08/2019;4,4;1017,2;18,5;25,8;20,8;17,7;87,4;63;10,4;1,8
25/08/2019;1,8;1020,7;17,8;25,1;20,9;18,4;83,6;58;10,5;2,9
26/08/2019;7,8;1021,3;17,9;21,8;19,5;18,7;90,8;77;9,4;2,2
27/08/2019;4,6;1020,7;16,7;24,5;20,2;17,5;81,4;58;5,5;1,4
28/08/2019;0;1019,8;15,5;24,8;20,5;17,9;74,6;48;7,1;1,8
29/08/2019;0;1018,1;16,7;25,3;20,1;16,6;81,7;57;7,9;1,9
30/08/2019;0,2;1016,1;17,3;25,9;20,7;16,3;82;60;12,5;3,2
31/08/2019;0;1013,6;17,4;30,4;22,8;17,2;73,3;42;12,6;4,3
01/09/2019;0;1010,9;19;30,3;23,9;19,7;75;49;12,1;5,2
02/09/2019;0;1011,9;19,4;28,5;23,6;20;77,3;59;8,9;3,4
03/09/2019;0;1012;19,9;31,5;24,7;21;75,9;48;11,5;5,2
04/09/2019;0;1014,8;19,7;30,5;23,5;18,1;80,3;51;12,8;3,5
05/09/2019;0,2;1017,7;21;23,8;22,4;21,8;91,8;81;10,8;3,3
06/09/2019;43;1021,3;18,5;21,5;19,4;18,4;94;74;12,5;2,8
07/09/2019;12,2;1021,3;17,3;23,1;20,1;17,8;85;64;6,9;2,2
08/09/2019;0;1020,1;17,7;26,7;21,8;18,1;78,9;53;11,8;3,1
09/09/2019;0;1017,7;18,1;26,7;22;17,2;79,3;56;14,7;4,1
10/09/2019;0;1015;18,7;29,3;23,1;19,5;77,3;49;13;4,6
11/09/2019;0;1012,9;18,4;29,1;23,5;19,7;73,8;52;13,1;5,1
12/09/2019;0;1010,7;19,2;31,5;24,3;20,4;74,5;48;11,4;4,9
13/09/2019;0;1012;20,2;28,6;24;21,1;79,5;59;12,1;4,3
14/09/2019;0;1015,2;20,1;28,9;24;21,9;79,6;53;9,9;3,1
15/09/2019;0;1015,3;20,8;28,6;23,6;21,4;85,4;62;6,7;1,3
16/09/2019;0;1014,5;20,5;28,6;24,3;21,4;80,5;59;11,9;3,1
17/09/2019;0;1010,9;19,2;29,3;23,9;19;76,3;51;14,2;4,8
18/09/2019;0;1007,7;20,1;31,7;25,9;22,8;71,5;50;15,1;6,4
19/09/2019;0;1008;19,4;32,5;25,8;22,1;68,9;43;13,8;6,8
20/09/2019;0;1010,5;19,4;32,3;25,8;23,1;69;39;15,9;7,3
21/09/2019;0;1011,3;20;30,9;25,2;21,7;73,8;50;13,2;4,6
22/09/2019;0;1013,6;20,2;30,2;25;21,8;75,8;52;6,8;2,1
23/09/2019;8,4;1019,6;16,5;23,8;21,2;19,3;76,4;50;16,8;5,7
24/09/2019;0,6;1020,6;15,7;22,1;19,5;17,4;79,6;61;10,8;1,8
25/09/2019;0;1016,7;17,2;27,1;21;17,6;79,7;53;9,7;2,4
26/09/2019;3,8;1014,3;19,4;25,2;21,4;19,2;88,5;67;5,8;1,8
